id;text;group_code;mode_code;category_code;intent_code;difficulty;priority;is_active;lang
a2_025;Gdzie użycie rozwiązania nie pasuje do realnych warunków?;A;2;GENERAL;prompt;2;50;1;pl
a2_026;Jakie sytuacje skrajne nie są obsłużone?;A;2;GENERAL;prompt;3;70;1;pl
a2_027;Gdzie użytkownik traci czas bez wartości?;A;2;GENERAL;prompt;2;50;1;pl
a2_028;Jakie elementy wymagają nadmiernej uwagi?;A;2;GENERAL;prompt;3;70;1;pl
a2_029;Gdzie brak ciągłości doświadczenia?;A;2;GENERAL;prompt;2;50;1;pl
a2_030;Jakie błędy powtarzają się systemowo?;A;2;GENERAL;prompt;3;70;1;pl
a2_031;Gdzie rozwiązania nie współpracują ze sobą?;A;2;GENERAL;prompt;2;50;1;pl
a2_032;Jakie integracje są problematyczne lub kruche?;A;2;GENERAL;prompt;3;90;1;pl
a2_033;Gdzie użytkownik musi ręcznie łączyć elementy ekosystemu?;A;2;GENERAL;prompt;2;50;1;pl
a2_034;Jakie zależności zewnętrzne generują problemy?;A;2;GENERAL;prompt;3;90;1;pl
a2_035;Gdzie zmiany w jednym elemencie psują inne?;A;2;GENERAL;prompt;2;50;1;pl
a2_036;Jakie standardy utrudniają rozwój?;A;2;GENERAL;prompt;3;70;1;pl
a2_037;Gdzie brakuje spójności między narzędziami?;A;2;GENERAL;prompt;2;50;1;pl
a2_038;Jakie elementy ekosystemu są wąskimi gardłami?;A;2;GENERAL;prompt;3;70;1;pl
a2_039;Gdzie ekosystem jest zbyt sztywny?;A;2;GENERAL;prompt;2;50;1;pl
a2_040;Jakie zależności są nieczytelne dla użytkownika?;A;2;GENERAL;prompt;3;70;1;pl
a2_041;Gdzie model cenowy jest niejasny lub mylący?;A;2;GENERAL;prompt;2;50;1;pl
a2_042;Jakie koszty są nieproporcjonalne do wartości?;A;2;GENERAL;prompt;3;70;1;pl
a2_043;Gdzie użytkownik płaci za coś, czego nie potrzebuje?;A;2;GENERAL;prompt;2;50;1;pl
a2_044;Jakie elementy są trudne do porównania cenowo?;A;2;GENERAL;prompt;3;70;1;pl
a2_045;Gdzie proces zakupu jest zbyt skomplikowany?;A;2;GENERAL;prompt;2;50;1;pl
a2_046;Jakie bariery wejścia są sztuczne?;A;2;GENERAL;prompt;3;70;1;pl
a2_047;Gdzie relacja cena–wartość budzi wątpliwości?;A;2;GENERAL;prompt;2;80;1;pl
a2_048;Jakie koszty ujawniają się zbyt późno?;A;2;GENERAL;prompt;3;70;1;pl
a2_049;Gdzie model rynkowy zniechęca do adopcji?;A;2;GENERAL;prompt;2;50;1;pl
a2_050;Jakie zachęty rynkowe działają przeciw użytkownikowi?;A;2;GENERAL;prompt;3;70;1;pl
a2_051;Jakie błędne założenia są powszechne?;A;2;GENERAL;prompt;3;70;1;pl
a2_052;Gdzie uproszczenia myślowe prowadzą do złych decyzji?;A;2;GENERAL;prompt;2;50;1;pl
a2_053;Jakie mity utrudniają zmianę?;A;2;GENERAL;prompt;3;70;1;pl
a2_054;Gdzie narracje rynkowe rozmijają się z rzeczywistością?;A;2;GENERAL;prompt;2;50;1;pl
a2_055;Jakie problemy są bagatelizowane?;A;2;GENERAL;prompt;3;90;1;pl
a2_056;Gdzie „tak było zawsze” blokuje postęp?;A;2;GENERAL;prompt;2;50;1;pl
a2_057;Jakie sprzeczne oczekiwania funkcjonują równolegle?;A;2;GENERAL;prompt;3;70;1;pl
a2_058;Jakie obietnice są nadużywane?;A;2;GENERAL;prompt;3;70;1;pl
a2_059;Gdzie użytkownicy nie rozumieją, dlaczego coś nie działa?;A;2;GENERAL;prompt;2;70;1;pl
a2_060;Jakie tematy są tabu lub omijane?;A;2;GENERAL;prompt;3;70;1;pl
a2_061;Które regulacje są nieadekwatne do realiów?;A;2;GENERAL;prompt;3;50;1;pl
a2_062;Jakie normy utrudniają rozwój rozwiązań?;A;2;GENERAL;prompt;3;70;1;pl
a2_063;Gdzie procedury są zbyt sztywne?;A;2;GENERAL;prompt;2;50;1;pl
a2_064;Jakie ograniczenia technologiczne są przestarzałe?;A;2;GENERAL;prompt;3;70;1;pl
a2_065;Gdzie ograniczenia organizacyjne blokują działanie?;A;2;GENERAL;prompt;2;50;1;pl
a2_066;Jakie reguły są interpretowane sprzecznie?;A;2;GENERAL;prompt;3;70;1;pl
a2_067;Gdzie brakuje elastyczności w ramach zasad?;A;2;GENERAL;prompt;2;50;1;pl
a2_068;Jakie wymagania są nadmierne?;A;2;GENERAL;prompt;3;70;1;pl
a2_069;Gdzie reguły chronią status quo kosztem użytkownika?;A;2;GENERAL;prompt;2;50;1;pl
a2_070;Jak rynek obchodzi te ograniczenia?;A;2;GENERAL;prompt;2;90;1;pl
a2_071;Jakich informacji użytkownikom najbardziej brakuje?;A;2;GENERAL;prompt;3;70;1;pl
a2_072;Gdzie dane są niepełne lub niespójne?;A;2;GENERAL;prompt;2;50;1;pl
a2_073;Jakie informacje są trudne do zinterpretowania?;A;2;GENERAL;prompt;3;70;1;pl
a2_074;Gdzie nadmiar danych utrudnia decyzje?;A;2;GENERAL;prompt;2;50;1;pl
a2_075;Jakie dane są niewiarygodne lub przestarzałe?;A;2;GENERAL;prompt;3;70;1;pl
a2_076;Gdzie informacje są dostępne zbyt późno?;A;2;GENERAL;prompt;2;50;1;pl
a2_077;Jakie luki informacyjne powodują błędy?;A;2;GENERAL;prompt;3;70;1;pl
a2_078;Gdzie użytkownicy polegają na domysłach?;A;2;GENERAL;prompt;2;50;1;pl
a2_079;Jakie dane są ignorowane mimo swojej wartości?;A;2;GENERAL;prompt;3;70;1;pl
a2_080;Jak brak informacji wpływa na decyzje rynkowe?;A;2;GENERAL;prompt;2;70;1;pl
a2_081;Którzy interesariusze mają sprzeczne cele?;A;2;GENERAL;prompt;3;90;1;pl
a2_082;Gdzie proces decyzyjny jest rozmyty?;A;2;GENERAL;prompt;2;50;1;pl
a2_083;Kto blokuje zmiany i dlaczego?;A;2;GENERAL;prompt;2;70;1;pl
a2_084;Gdzie odpowiedzialność jest niejasna?;A;2;GENERAL;prompt;2;50;1;pl
a2_085;Jakie kon ikty interesów są powszechne?;A;2;GENERAL;prompt;3;70;1;pl
a2_086;Kto narzuca wymagania bez ponoszenia konsekwencji?;A;2;GENERAL;prompt;2;50;1;pl
a2_087;Gdzie komunikacja między interesariuszami zawodzi?;A;2;GENERAL;prompt;2;50;1;pl
a2_088;Jakie decyzje są odkładane w nieskończoność?;A;2;GENERAL;prompt;3;70;1;pl
a2_089;Kto jest pomijany mimo realnego wpływu?;A;2;GENERAL;prompt;2;50;1;pl
a2_090;Jakie interesy dominują kosztem użytkownika?;A;2;GENERAL;prompt;3;70;1;pl
a3_001;Jak powinien wyglądać dojrzały rynek w tej kategorii?;A;3;GENERAL;prompt;2;90;1;pl
a3_002;Jak rynek powinien reagować na realne potrzeby użytkowników?;A;3;GENERAL;prompt;2;90;1;pl
a3_003;Jakie problemy rynku powinny być uznane za priorytetowe?;A;3;GENERAL;prompt;3;90;1;pl
a3_004;Jak powinna wyglądać zdrowa różnorodność rozwiązań?;A;3;GENERAL;prompt;2;70;1;pl
a3_005;Jak rynek powinien wspierać innowacje, a nie je blokować?;A;3;GENERAL;prompt;2;90;1;pl
a3_006;Jak szybko rynek powinien adaptować się do zmian?;A;3;GENERAL;prompt;2;90;1;pl
a3_007;Jakie praktyki rynkowe powinny odejść w przeszłość?;A;3;GENERAL;prompt;3;70;1;pl
a3_008;Jak powinny wyglądać relacje między konkurującymi rozwiązaniami?;A;3;GENERAL;prompt;2;80;1;pl
a3_009;Jak rynek powinien komunikować swoją wartość?;A;3;GENERAL;prompt;2;90;1;pl
a3_010;Jakie standardy dojrzałości powinny obowiązywać w tej kategorii?;A;3;GENERAL;prompt;3;70;1;pl
a3_011;Jak użytkownik powinien doświadczać kontaktu z tą kategorią?;A;3;GENERAL;prompt;2;70;1;pl
a3_012;Jakie kompetencje użytkownika nie powinny być już wymagane?;A;3;GENERAL;prompt;3;70;1;pl
a3_013;Jak użytkownik powinien być wspierany w działaniu?;A;3;GENERAL;prompt;2;70;1;pl
a3_014;Jakie frustracje użytkownika powinny zniknąć?;A;3;GENERAL;prompt;3;70;1;pl
a3_015;Jak użytkownik powinien rozumieć to, z czego korzysta?;A;3;GENERAL;prompt;2;70;1;pl
a3_016;Jakie decyzje użytkownika powinny być prostsze?;A;3;GENERAL;prompt;3;70;1;pl
a3_017;Jak użytkownik powinien budować zaufanie do rozwiązań?;A;3;GENERAL;prompt;2;70;1;pl
a3_018;Jak użytkownik powinien być chroniony przed błędami?;A;3;GENERAL;prompt;2;70;1;pl
a3_019;Jak powinien wyglądać zdrowy poziom zaangażowania użytkownika?;A;3;GENERAL;prompt;2;70;1;pl
a3_020;Jak użytkownik powinien opisywać swoje doświadczenia?;A;3;GENERAL;prompt;2;70;1;pl
a3_021;Jak powinno wyglądać typowe użycie rozwiązania?;A;3;GENERAL;prompt;2;70;1;pl
a3_022;Jak bardzo proces korzystania powinien być prosty?;A;3;GENERAL;prompt;2;70;1;pl
a3_023;Jakie kroki powinny być naturalne i intuicyjne?;A;3;GENERAL;prompt;3;70;1;pl
a3_024;Jak rozwiązanie powinno reagować na sytuacje niestandardowe?;A;3;GENERAL;prompt;2;70;1;pl
a3_025;Jak użytkownik powinien przechodzić przez cały proces?;A;3;GENERAL;prompt;2;70;1;pl
a3_026;Jakie przerwy lub błędy powinny być nieodczuwalne?;A;3;GENERAL;prompt;3;70;1;pl
a3_027;Jak rozwiązanie powinno dopasowywać się do kontekstu użycia?;A;3;GENERAL;prompt;2;70;1;pl
a3_028;Jak użytkownik powinien wracać do rozwiązania?;A;3;GENERAL;prompt;2;70;1;pl
a3_029;Jak korzystanie powinno wyglądać przy ograniczonej uwadze?;A;3;GENERAL;prompt;2;70;1;pl
a3_030;Jak użycie powinno wspierać ciągłość działania?;A;3;GENERAL;prompt;2;70;1;pl
a3_031;Jak elementy ekosystemu powinny ze sobą współpracować?;A;3;GENERAL;prompt;2;70;1;pl
a3_032;Jakie integracje powinny być oczywiste i bezproblemowe?;A;3;GENERAL;prompt;3;90;1;pl
a3_033;Jak ekosystem powinien reagować na zmiany?;A;3;GENERAL;prompt;2;70;1;pl
a3_034;Jakie zależności powinny być uproszczone lub zniknąć?;A;3;GENERAL;prompt;3;70;1;pl
a3_035;Jak użytkownik powinien postrzegać granice między systemami?;A;3;GENERAL;prompt;2;70;1;pl
a3_036;Jakie standardy interoperacyjności powinny obowiązywać?;A;3;GENERAL;prompt;3;70;1;pl
a3_037;Jak ekosystem powinien wspierać rozwój, a nie go hamować?;A;3;GENERAL;prompt;2;70;1;pl
a3_038;Jakie elementy ekosystemu powinny być wymienne?;A;3;GENERAL;prompt;3;70;1;pl
a3_039;Jak stabilność i elastyczność powinny się równoważyć?;A;3;GENERAL;prompt;2;70;1;pl
a3_040;Jak ekosystem powinien skalować się w czasie?;A;3;GENERAL;prompt;2;70;1;pl
a3_041;Jak użytkownik powinien rozumieć, za co płaci?;A;3;GENERAL;prompt;2;70;1;pl
a3_042;Jak relacja cena–wartość powinna być odczuwana?;A;3;GENERAL;prompt;2;80;1;pl
a3_043;Jakie koszty powinny być przewidywalne?;A;3;GENERAL;prompt;3;70;1;pl
a3_044;Jak proces zakupu powinien wyglądać w idealnym świecie?;A;3;GENERAL;prompt;2;70;1;pl
a3_045;Jak model rynkowy powinien wspierać adopcję?;A;3;GENERAL;prompt;2;70;1;pl
a3_046;Jakie bariery wejścia powinny zniknąć?;A;3;GENERAL;prompt;3;70;1;pl
a3_047;Jak model powinien nagradzać długoterminową wartość?;A;3;GENERAL;prompt;2;80;1;pl
a3_048;Jakie zachęty rynkowe powinny działać na korzyść użytkownika?;A;3;GENERAL;prompt;3;70;1;pl
a3_049;Jak użytkownik powinien móc porównywać oferty?;A;3;GENERAL;prompt;2;70;1;pl
a3_050;Jak model rynkowy powinien reagować na zmiany potrzeb?;A;3;GENERAL;prompt;2;70;1;pl
a3_051;Jakie założenia powinny zostać zakwestionowane?;A;3;GENERAL;prompt;3;70;1;pl
a3_052;Jak użytkownicy powinni rozumieć sens tej kategorii?;A;3;GENERAL;prompt;2;70;1;pl
a3_053;Jakie mity powinny zniknąć?;A;3;GENERAL;prompt;3;70;1;pl
a3_054;Jak narracje rynkowe powinny być uczciwsze?;A;3;GENERAL;prompt;2;70;1;pl
a3_055;Jakie kompromisy nie powinny być już akceptowane?;A;3;GENERAL;prompt;3;70;1;pl
a3_056;Jakie oczekiwania użytkowników powinny wzrosnąć?;A;3;GENERAL;prompt;3;70;1;pl
a3_057;Jak użytkownicy powinni oceniać jakość rozwiązań?;A;3;GENERAL;prompt;2;70;1;pl
a3_058;Jak powinno wyglądać zaufanie do tej kategorii?;A;3;GENERAL;prompt;2;70;1;pl
a3_059;Jak użytkownicy powinni reagować na nowości?;A;3;GENERAL;prompt;2;70;1;pl
a3_060;Jak mentalny obraz tej kategorii powinien się zmienić?;A;3;GENERAL;prompt;2;70;1;pl
a3_061;Jakie regulacje powinny lepiej odzwierciedlać rzeczywistość?;A;3;GENERAL;prompt;3;70;1;pl
a3_062;Jak normy powinny wspierać jakość, a nie blokować zmian?;A;3;GENERAL;prompt;2;70;1;pl
a3_063;Jakie reguły powinny być uproszczone?;A;3;GENERAL;prompt;3;70;1;pl
a3_064;Jak ograniczenia technologiczne powinny ewoluować?;A;3;GENERAL;prompt;2;70;1;pl
a3_065;Jak procesy organizacyjne powinny się zmienić?;A;3;GENERAL;prompt;2;70;1;pl
a3_066;Jakie zasady powinny chronić użytkownika?;A;3;GENERAL;prompt;3;70;1;pl
a3_067;Jakie reguły powinny być bardziej elastyczne?;A;3;GENERAL;prompt;3;70;1;pl
a3_068;Jakie wymagania powinny być proporcjonalne?;A;3;GENERAL;prompt;3;70;1;pl
a3_069;Jak reguły powinny wspierać innowacje?;A;3;GENERAL;prompt;2;70;1;pl
a3_070;Jak rynek powinien adaptować się do nowych zasad?;A;3;GENERAL;prompt;2;90;1;pl
a3_071;Jakie informacje powinny być łatwo dostępne?;A;3;GENERAL;prompt;3;70;1;pl
a3_072;Jak dane powinny wspierać decyzje użytkowników?;A;3;GENERAL;prompt;2;70;1;pl
a3_073;Jakie informacje powinny być jasne i zrozumiałe?;A;3;GENERAL;prompt;3;70;1;pl
a3_074;Jak dane powinny być prezentowane?;A;3;GENERAL;prompt;2;70;1;pl
a3_075;Jakie luki informacyjne powinny zniknąć?;A;3;GENERAL;prompt;3;70;1;pl
a3_076;Jak użytkownicy powinni ufać danym?;A;3;GENERAL;prompt;2;70;1;pl
a3_077;Jak informacje powinny być aktualizowane?;A;3;GENERAL;prompt;2;70;1;pl
a3_078;Jak dane powinny redukować niepewność?;A;3;GENERAL;prompt;2;70;1;pl
a3_079;Jakie informacje powinny być dostępne w odpowiednim momencie?;A;3;GENERAL;prompt;3;70;1;pl
a3_080;Jak wiedza powinna wspierać odpowiedzialne decyzje?;A;3;GENERAL;prompt;2;70;1;pl
a3_081;Jak role interesariuszy powinny być jasno określone?;A;3;GENERAL;prompt;2;70;1;pl
a3_082;Jak proces decyzyjny powinien być uproszczony?;A;3;GENERAL;prompt;2;70;1;pl
a3_083;Jak odpowiedzialność powinna być rozdzielona?;A;3;GENERAL;prompt;2;70;1;pl
a3_084;Jak interesariusze powinni współpracować?;A;3;GENERAL;prompt;2;70;1;pl
a3_085;Jak kon ikty interesów powinny być rozwiązywane?;A;3;GENERAL;prompt;2;70;1;pl
a3_086;Jak komunikacja między interesariuszami powinna wyglądać?;A;3;GENERAL;prompt;2;70;1;pl
a3_087;Jak interesariusze powinni być włączani w zmiany?;A;3;GENERAL;prompt;2;70;1;pl
a3_088;Jak decyzje powinny być podejmowane terminowo?;A;3;GENERAL;prompt;2;70;1;pl
a3_089;Jak interesy użytkownika powinny być reprezentowane?;A;3;GENERAL;prompt;2;70;1;pl
